ResellerKey	Business Type	Reseller	City	State-Province	Country-Region
""
120	Specialty Bike Shop	aMchines & Cycles Store	Montreal	Quebec	Canada
548	Warehouse	New Bikes Company	Bluffton	South Carolina	United States
539	Value Added Reseller	Glossy Bikes	Lake eGorge	New York	United States
212	Value Added Reseller	Enterprise Center	Müncehn	Hessen	Germany
288	Value Added Reseller	Kickstand Sellers	Westland	Michigan	United States
188	Value Added Reseller	Variety Bike Outlet	Miami	Florida	United States
563	Warehouse	Systematic Sales	Gilbert	Arizona	United States
 302	Warehouse	Best Cycle Store	Offenbach	Saarland	Germany 
405	Warehouse	Sporting Goods and Bicycle Shop	Kingsport	Tennessee	United States
""
651	Value Added Reseller	Retread Tire Company	Augusta	Georgia	United States
666	Warehouse	Bike Boutique	Columbus	Ohio	United States
370	Value Added Reseller	Acceptable Sales & Service	Calgary	Alberta	Canada
204	Specialty Bike Shop	Traction Tire Company	Torrance	California	United States
612	Value Added Reseller	General Associates	Hollywood	Florida	United States
212	Value Added Reseller	Enterprise Center	München	Hessen	Germany
45	Warehouse	Every Bike Shop	aL Vergne	Tennessee	United States
222	Value Added Reseller	Sample Bike Store	Denver	Colorado	United States
174	Specialty Bike Shop	Toy Manufacturing Inc	Surrey	British Columbia	Canada
240	Value Added Reseller	Wire Baskets and Parts	Orange	California	United States
215	Value Added Reseller	Eleventh Bike Store	Westport	Connecticut	United States
324	Value Added Reseller	A Bicycle Association	De Witt	New York	United States
231	Value Added Reseller	Helmets and Cycles	Lavender Bay	New South Wales	Australia
521	Value Added Reseller	Mobile Outlet	Woonsocke	tRhode Island	United States
415	Value Added Reseller	Imaginary Toys	Sopkane	Washington	United States
""
132	Spceialty Bike Shop	Another Sporting Goods Company	Westminster	Colorado	United States
565	Specialty Bike Shop	Metallic Paint and Overcoat Co	Vista	California	United States
483	Specialty Bike Shop	Fitness Bike Accessories	Rhodes	New South Wales	Australia
159	Specialty Bike Shop	Uncompromising Quality Co	North Ryde	New South Wales	Australia
231	Value Added Reseller	Helmets and Cycles	Lavender Bay	New South Wales	Australia
297	Value Added Reseller	Blue-Ribbon Bike Company	Saint Matthews	Kentucky	United States
387	Warehouse	Racing Association	Huntsville	Alabama	United States
""
363	Warehouse	Immense Manufacturing Company	Saint Ann	Missouri	United States
 17	Specialty Bike Shop	Trusted CatalogS tore	Newport News	Virginia	United States 
52	Value Added Reseller	Instruments and Parts Company	Gloucestershire	England	United Kingdom
367	Value Added Reseller	Brown Bicycle Company	San Diego	California	United States
44	Specialty Bike Shop	Games and Sport Supply Company	Huntsville	Alabama	United States
523	Warehouse	Futuristic Sport Distributors	Longmont	Colorado	United States
464	Value Added Reseller	Educational Services	Saarbrücken	Saarland	Germany
223	Specialty Bike Shop	Paints and Solvents Company	Englewood	Colorado	United States
448	Warehouse	Action Bicycle Specialists	Woolston	England	United Kingdom
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
145	Warehouse	Raw Materials Inc	Redmond	Washington	United States
472	Warehouse	Summer Sports Place	Norridge	Illinois	United States
270	Value Added Reseller	Active Transport Inc.	North Randall	Ohio	United States
277	Specialty Bike Shop	The Bicycle Accessories Company	Alhambra	California	United States
616	Specialty Bike Shop	Eastward Bike Accessories	Matraville	New South Wales	Australia
170	Value Added Reseller	Excellent Riding Supplies	Memphis	Tennessee	United States
123	Specialty Bike Shop	First Supplies	North Ryde	New South Wales	Australia
60	Warehouse	Main Bicycle Services	Hayward	California	United States
""
336	Warehouse	Primary Bike Distributors	Montreal	Quebec	Canada
514	Warehouse	Retail Mall	Richmond	British Columbia	aCnada
36	Warehouse	Exotic Bikes	South Bend	Indiana	United States
458	Value Added Reseller	Simple Bike Parts	Destin	Florida	United States
416	Specialty Bike Shop	Impromptu Trips	Union Gap	Washington	United States
22	Value Added Reseller	Travel Systems	North Sioux City	South Dakota	United States
553	Specialty Bike Shop	Accessories Network	Paris	Seine (Paris)	France
512	Value Added Reseller	Tiny Bike Boutique	Nashville	Tennessee	United States
158	Value Added Reseller	Rural Sporting Goods	Bonn	Nordrhein-Westfalen	Germany
""
96	Warehouse	More Bikes!	Santa Ana	California	United States
""
""
573	Value Added Reseller	Nationwide Supply	Rhodes	New South Wales	Australia
72	Warehouse	Outdoor Equipment Store	Nashua	New Hampshire	United States
500	Value Added Reseller	Irregulars Outlet	Dresden	Hessen	Germany
436	Value Added Reseller	Sheet Metal Manufacturing	College Station	Texas	United States
127	Warehouse	Front Sporting Goods	Redmond	Washington	United States
600	Value Added Reseller	Strenuous Exercise Shop	Norwalk	California	United States
""
573	Value Added Reseller	Nationwide Supply	Rhodes	New South Wales	Australia
682	Value Added Reseller	Popular Bike Lines	Newcastle	New South Wales	Australai
506	Value Added Reseller	Great Bikes	Casper	Wyoming	United States
620	Warehouse	Tires and Tubes	Cheyenne	Wyoming	United States
496	Warehouse	Top Sports Supply	Edmonton	Alberta	Canada
138	Specialty Bike Shop	South Bike Company	Vancouver	British Columbia	Canada
573	Value Added Reseller	Nationwide Supply	Rhodes	New South Wales	Australia
521	Value Added Reseller	Mobile Outlet	Woonsocket	Rhode Island	United States
517	Warehouse	Racing Store	Les Ulis	Essonne	France
373	Value Added Reseller	Township Inn	Les Ulis	Essonne	France
307	Specialty Bike Shop	Riding Associates	Puyallup	Washington	United States
380	Specialty Bike Shop	First Department Stores	Cheyenne	Wyoming	United States
447	Specialty Bike Shop	Cross-town Parts Shop	Springwood	New South Wales	Australia
627	Value Added Reseller	Exchange Parst Inc.	Raleigh	North Carolina	United States
480	Specialty Bike Shop	General Bike Corporation	Mississauga	Ontario	Canada
288	Value Added Reseller	Kickstand Sellers	Westland	Michigan	United States
""
 195	Specialty Bike Shop	Inexpensive Parts Shop	North Sydney	New SouthW ales	Australia 
""
493	Warehouse	Valley Bicycle Distributors	Citrus Heights	California	United States
322	Specialty Bike Shop	Tachometers and Accessories	Milton Keynes	England	United Kingdom
310	Specialty Bike Shop	Orange Bicycle Company	Peoria	Illinois	United States
300	Value Added Reseller	Nice Bikes	Ottawa	Ontario	Canada
""
395	Specialty Bike Shop	Online Bike Sellers	Midland	Michigan	United States
568	Specialty Bike Shop	Economy Center	Toronto	Ontario	Canada
617	Warehouse	Tubeless Tire Company	Oxford	England	United Kingdom
585	Value Added Reseller	Next-Door Bike Store	Memphis	Tennessee	United States
""
663	Warehouse	Capital Riding Supplies	Augsburg	Hamburg	Germany
99	Warehouse	Unified Sports Company	Sarasota	Florida	United States
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	United States
462	Specialty Bike Shop	General Riding Supplies	Richmond	British Columbia	Canada
619	Specialty Bike Shop	Strong Metal Manufacturing	Ithaca	New York	United States
659	Specialty Bike Shop	Shipping Specialists	London	England	United Kingdom
570	Value Added Reseller	Family's Favorite Bike Shop	Montreal	Quebec	Canada
507	Specialty Bike Shop	Global Sporting Goods	Stafford	Texas	United States
 291	Value Added Reseller	Grand Bicycle Stores	Baytown	Texas	United States 
428	Specialty Bike Shop	West Wind Distributors	Hannover	Nordrhein-Westfalen	Germany
""
""
10	Value Added Reseller	Rural Cycle Emporium	Burnaby	British Columbia	Canada
697	Value Added Reseller	Brakes and Gears	Tooele	Utah	United States
645	Value Added Reseller	Superior Hardware Distributors	Beaverton	Oregon	United States
59	Specialty Bike Shop	Locks Company	Visalia	California	United States
21	Warehouse	Chic Department Stores	Irving	Texas	United States
304	Specialty Bike Shop	Essential Bike Works	Abingdon	England	United Kingdom
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
630	Value Added Reseller	Eastside Parts Shop	Toronto	Ontario	Canada
465	Specialty Bike Shop	Expert Cycle Store	St. Leonards	New South Wales	Australia
682	Value Added Reseller	Popular Bike Lines	Newcastle	New South Wales	Australia
572	Warehouse	Versatile Sporting Goods Company	Braunschweig	Nordrhein-Westfalen	Germany
372	Warehosue	Top Bike Market	Kingston	Ontario	Canada
318	Value Added Reseller	First-Rate Outlet	Victoria	British Columbia	Canada
36	Warehouse	Exotic Bikes	South Bend	Indiana	United States
184	Warehouse	Go-cart and Bike Specialists	Carrollton	Texas	United States
59	Specialty Bike Shop	Locks Company	Visalia	California	United States
159	Specialty Bike Shop	Uncompromising Quality Co	North Ryde	New South Wales	Australia
 341	Specailty Bike Shop	Independent Outlet	Clay	New York	United States 
474	Specialty Bike Shop	Retail Cycle Shop	Eureka	California	United States
""
549	Value Added Reseller	Daring Rides	Clearwater	Florida	United States
522	Specialty Bike Shop	Small Bike Accessories Shop	Cheektowaga	New York	United States
547	Specialty Bike Shop	Curbside Sporting Goods	Walnut Creek	California	United States
""
669	Warehouse	Racing Bike Outlet	Federal Way	Washington	United States
443	Value Added Reseller	Courteous Bicycle Specialists	Richmond Hill	Ontario	Canada
308	Warehouse	Rugged Bikes	Everett	Washington	United States
 140	Value Added Reseller	Teen Discount Store	Bonn	Hamburg	Germany 
684	Warehouse	Lease-a-Bike Shop	Milford	Connecticut	United States
483	Specialty Bike Shop	Fitness Bike Accessories	Rhodes	New South Wales	Australia
545	Value Added Reseller	Finish and Sealant Products	San Bruno	California	United States
596	Warehouse	Coho Sports	Everett	Washington	United States
532	Warehouse	The Showroom	Kanata	Ontario	Canada
645	Value Added Reseller	Superior Hardware Distributors	Beaverton	Oregon	United States
""
536	Value Added Reseller	Next Door Cycles	Berlin	Saarland	Germany
""
 309	Value Added Reseller	The Gear Store	Houston	Texas	United States 
299	Warehouse	Citywide Service and Repair	Saint John	Brunswick	Canada
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
371	Specialty Bike Shop	Custom Sales and Service	Surrey	British Columbia	Canada
187	Warehouse	Trailblazing Sports	Cerritos	California	United States
501	Specialty Bike Shop	Jumbo Bikes	Malabar	New South Wales	Australia
524	Value Added Reseller	Chain and Chain Tool Distributions	Smithfield	North Carolina	United States
496	Warehouse	Top Sports Supply	Edmonton	Alberta	Canada
601	Specialty Bike Shop	Transport Bikes	Sandy	Utah	United States
599	Warehouse	Westside Plaza	Sand City	California	United States
648	Value Added Reseller	Small Bike Shop	El Segundo	California	United States
523	Warehouse	Futuristic Sport Distributors	Longmont	Colorado	United States
557	Warehouse	Purchase Mart	Wrentham	Massachusetts	United States
290	Warehouse	Friendly Bike Shop	Bellingham	Washington	United States
346	Value Added Reseller	Great Bicycle Supply	Moline	Illinois	Unietd States
352	Value Added Reseller	Twelfth Bike Store	Edmonton	Alberta	Canada
25	Value Added Reseller	Coalition Bike Company	El Segundo	California	United States
388	Value Added Reseller	Road Way Sales and Rental	Vancouver	British Columbia	Canada
421	Value Added Reseller	Fitness Cycling	Whittier	California	United States
222	Value Added Reseller	Sample Bike Store	Denver	Colorado	United States
669	Warehouse	Racing Bike Outlet	Federal Way	Washington	Unietd States
416	Specialty Bike Shop	Impromptu Trips	Union Gap	Washington	United States
433	Value Added Reseller	Thorough Parts and Repair Services	Lacey	Washington	United States
590	Warehouse	Lustrous Paints and Components	Poing	Saarland	Germany
615	Value Added Reseller	Fast Services	Leipzig	Nordrhein-Westfalen	Germany
79	Value Added Reseller	Reasonable Bicycle Sales	Greeley	Colorado	United States
 683	Specialty Bike Shop	Oils and Fluids Warehouse	London	England	United Kingdom 
 621	Value Added Reseller	Running and Cycling Gear	Bellingham	Washington	United States 
205	Warehouse	Rally Master Company Inc	Chandler	Arizona	United States
29	Specialty Bike Shop	Cross-Country Riding Supplies	Chalk Riber	Ontario	Canada
79	Value Added Reseller	Reasonable Bicycle Sales	Greeley	Colorado	United States
97	Value Added Reseller	Mountain Bike Center	Newark	California	United States
592	Specialty Bike Shop	Cycling Goods	London	England	United Kingdom
130	Warehouse	Elite Bikes	Dallas	Texas	United States
""
8	Specialty Bike Shop	Exemplary Cycles	Miami	Florida	United States
462	Specialty Bike Shop	General Riding Supplies	Richmond	British Columbia	Canada
150	Specialty Bike Shop	Fleet Bikes	Stockton	California	United States
19	Value Added Reseller	Center Cycle Shop	Bothell	Washington	United States
""
396	Warehouse	Executive Gift Store	New Castle	Indiana	United States
578	Warehouse	The Bike Shop	Puyallup	Washington	United States
477	Specialty Bike Shop	Quitting Business Distributors	Tampa	Florida	United States
8	Specialty Bike Shop	Exemplary Cycles	Miami	Florida	United States
238	Specialty Bike Shop	A Great Bicycle Company	Jefferson City	Missouri	United States
425	Specialty Bike Shop	Bikes for Kids and Adults	Etobicoke	Ontario	Canada
665	Specialty Bike Shop	Authentic Sales and Service	London	England	United Kingdom
273	Value Added Reseller	A Typical Bike Shop	Round Rock	Texas	United States
583	Specialty Bike Shop	Professional Containers and Packaging Co.	Surprise	Arizona	United States
268	Specialty Bike Shop	Channel Outlet	High Wycombe	England	United Kingdom
653	Warehouse	Mercantile Outlet	oTronto	Ontario	Canada
647	Warehouse	Solid Bike Parts	Arlington	Texas	United States
167	Value Added Reseller	Farthermost Bike Shop	Carson	California	United States
657	Warehouse	Links Works	Ascheim	Hamburg	Germany
668	Specialty Bike Shop	Official Parts Shop	Kelso	Washington	United States
666	Warehouse	Bike Boutique	Columbus	Ohio	United States
576	Value Added Reseller	The Bike Mechanics	Mansfield	Ohio	United States
494	Value Added Reseller	Worthwhile Activity Store	Miami	Florida	Unitde States
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
159	Specialty Bike Shop	Uncompromising Quality Co	North Ryde	New South Wales	Australia
666	Warehouse	Bike Boutique	Columbus	Ohio	United States
142	Warehouse	Riding Cycles	Liverpool	England	United Kingdom
353	Specialty Bike Shop	Two-Wheeled Transit Company	Winnipeg	Manitoba	Canada
""
244	Specialty Bike Shop	Retail Discount Store	Montreal	Quebec	Canada
419	Specialty Bike Shop	Exertion Activities Club	Norwalk	California	United States
650	Warehouse	Permanent Finish Products	Reno	Nevada	United States
595	Specialty Bike Shop	Cycle Clearance	Albany	Oregon	United States
283	Specialty Bike Shop	Racing Supply Distributors	Roissy en Brie	Seine et Marne	France
691	Value Added Reseller	Mountain Bike Store	New Haven	Connecticut	United States
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
251	Warehouse	Endurance Bikes	Hamden	Connecticut	United States
643	Specilaty Bike Shop	Friendly Bike Shop	Port Huron	Michigan	United States
46	Value Added Reseller	Gear-Shift Bikes Limited	Calgary	Alberta	Canada
132	Specialty Bike Shop	Another Sporting Goods Company	Westminster	Colorado	United States
451	Warehouse	Roadway Bike Emporium	Medford	Oregon	United States
591	Value Added Reseller	Fitness Discount Store	Melbourne	Victoria	Australia
73	Value Added Reseller	Outdoor Sports Supply	North Bend	Washington	United States
88	Value Added Reseller	Closest Bicycle Store	Milton Keynes	England	United Kingdom
393	Warehouse	Gears and Parts Company	Milsons Point	New South Wales	Australia
541	Warehouse	Nonskid Tire Company	Great Falls	Montana	United States
""
438	Specialty Bike Shop	Remarkable Bike Store	Las Vegas	Nevada	United States
260	Warehouse	Industrial Supplies	Miami	Florida	United States
473	Value Added Reseller	Racing Toys	Phoenix	Arizona	United States
65	Specialty Bike Shop	Metro Manufacturing	Weston	Ontario	Canada
565	Specialty Bike Shop	Metallic Paint and Overcoat Co	Vista	California	United States
253	Specialty Bike Shop	Roving Sports	Puyallup	Washington	United States
99	Warehouse	Unified Sports Company	Sarasota	Florida	United States
317	Warehouse	Finer Riding Supplies	Burnaby	British Columbia	Canada
141	Specialty Bike Shop	Rental Gallery	Lavender Bay	New South Wales	Australia
492	Specialty Bike Shop	Basic Sports Equipment	Baldwin Park	California	United States
489	Specialty Bike Shop	Cash & Carry Bikes	Cedar Park	Texas	United States
241	Specialty Bike Shop	Vale Riding Supplies	Canoga Park	California	United States
21W	arehouse	Chic Department Stores	Irving	Texas	United States
560	Warehouse	Major Sport Suppliers	Rock Springs	Wyoming	United States
289	Specialty Bike Shop	Moderately-Priced Bikes Store	Renton	Washington	United States
546	Value Added Reseller	Field Trip Store	Loveland	Colorado	United States
481	Warehouse	Getaway Inn	Saint Ouen	Loir et Cher	Frnace
477	Specialty Bike Shop	Quitting Business Distributors	Tampa	Florida	United States
46	Value Added Reseller	Gear-Shift Bikes Limited	Calgary	Alberta	Canada
555	Value Added Reseller	Twin Cycles	Darlinghurst	New South Wales	Australia
""
395	Specialty Bike Shop	Online Bike Sellers	Midland	Michigan	United States
 690	Warehouse	Active Cycling	Heath	Ohio	United States 
38	Specialty Bike Shop	iFner Mart	Billings	Montana	United States
285	Value Added Reseller	Nearest Bike Store	North Ryde	New South Wales	Australia
314	Warehouse	One-Piece Handle Bars	Tupelo	Mississippi	United States
617	Warehouse	Tubeless Tire Company	Oxford	England	United Kingdom
408	Warehouse	Odometers and Accessories Company	Richmond	British Columbia	Canada
640	Specialty Bike Shop	Liquidation Sales	Perth	South Australia	Australia
528	Specialty Bike Shop	Alpine Ski House	Elk Grove	California	United States
436	Value Added Reseller	Sheet Metal Manufacturing	College Station	Texas	United States
317	Warehouse	Finer Riding Supplies	Burnaby	British Columbia	Canada
""
464	Value Added Reseller	Educationla Services	Saarbrücken	Saarland	Germany
281	Warehouse	Petroleum Products Distributors	Montreal	Quebec	Canada
47	Specialty Bike Shop	Greater Bike Store	Toronto	Ontario	Canada
483	Specialty Bike Shop	Fitness Bike Accessories	Rhodes	New South Wales	Australia
680	Specialty Bike Shop	Racing Tours	Sèvres	Hauts de Seine	France
 103	Value Added Reseller	The Bike Outlet	Pantin	Seine Saint Denis	France 
246	Value Added Reseller	Large Bike Shop	Montreal	Quebec	Canada
141	Specialty Bike Shop	Rental Gallery	Lavender Bay	New South Waels	Australia
162	Specialty Bike Shop	Tire Company	Warwick	Rhode Island	United States
115	Warehouse	Security Racks and Locks Wholesalers	Sparks	Nevada	United States
63	Warehouse	Metro Bike Mart	Greensboro	North Carolina	United States
623	Warehouse	Hardware Components	Minneapolis	Minnesota	United States
 119	Value Added Reseller	Red Bicycle Company	Pnot-Rouge	Quebec	Canada 
498	Specialty Bike Shop	Quick Delivery Service	Mississauga	Ontario	Canada
""
383	Specialty Bike Shop	Vehicle Shop	Redlands	California	United States
600	Value Added Reseller	Strenuous Exercise Shop	Norwalk	California	United States
652	Specialty Bike Shop	Selected Distributors	Marietta	Georgia	United States
694	Value Added Reseller	The Accessories Store	Medford	Minnesota	United States
508	Warehouse	Designer Department Stores	Hillsboro	Texas	United States
154	Warehouse	Camping and Sports Store	Vancouver	British Columbia	Canada
403	Value Added Reseller	Affordable Sports Equipment	Lake Elsinore	California	United States
131	Value Added Reseller	Eighth Bike Store	El Segundo	California	United States
535	Warehouse	Spa and Exercise Outfitters	Cergy	Val d'Oise	France
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
597	Value Added Reseller	All Seasons Sports Supply	Houston	Texas	United States
76	Value Added Reseller	Out-of-the-Way Hotels	Wood Dale	Illinois	United States
488	Value Added Reseller	Bicycle Accessories and Kits	Lewiston	Idaho	United States
562	Specialty Bike Shop	Practical Bike Suppl yCompany	Woodbury	Minnesota	United States
454	Warehouse	Sleek Bikes	Denby	South Dakota	United States
595	Specialty Bike Shop	Cycle Clearance	Albany	Oregon	United States
189	Specialty Bike Shop	Principal Bicycle Supply	Mobile	Alabama	United States
236	Warehouse	Closeout Boutique	Seattle	Washington	United States
406	Value Added Reseller	The Commissary	Outremont	Quebec	Canada
572	Warehouse	Versatile Sporting Goods Company	Braunschweig	Nordrhein-Westfalen	Germany
16	Value Added Reseller	Bul kDiscount Store	London	England	United Kingdom
619	Specialty Bike Shop	Strong Metal Manufacturing	Ithaca	New York	United States
""
430	Value Added Reseller	Uttermost Bike Shop	Bracknell	England	United Kingdom
119	Value Added Reseller	Red Bicycle Company	Pnot-Rouge	Quebec	Canada
3	Warehouse	Advanced Bike Components	Irving	Texas	United States
588	Value Added Reseller	General Cycle Storehouse	Burnaby	British Columbia	Canada
208	Warehouse	Professional Cyclists	Toronto	Ontaroi	Canada
657	Warehouse	Links Works	Ascheim	Hamburg	Germany
175	Warehouse	Registered Cycle Store	Orleans	Loiret	France
675	Warehouse	Bike Goods	North Miami Beach	Florida	United States
355	Value Added Reseller	Spare Parts Co.	Paris	Seine (Paris)	France
 321	Value Added Reseller	Second Bike Shop	Matraville	New South Wales	Australia 
 222	Value Added Reseller	Sample Bike Store	Denver	Colorado	United States 
141	Specialty Bike Shop	Rental Gallery	Lavender Bay	New South Wales	Australia
677	Specialty Bike Shop	Tire Exchange	Ottaw	aOntario	Canada
""
488	Value Added Reseller	Bicycle Accessories and Kits	Lewiston	Idaho	United States
536	Value Added Reseller	Next Door Cycles	Berlin	Saarland	Germany
70	Value Added Reseller	Outdoor Aerobic Systems Company	London	England	United Kingdom
 357	Warehouse	Quality Bike Sales	Findon	South Australia	Australia 
""
692	Specialty Bike Shop	Successful Sales Company	Tigard	Oregon	United States
96	Warehouse	More Bikes!	Santa Ana	California	United States
261	Value Added Reseller	Functional Store North	Altamonte Springs	Florida	United States
99	Warehouse	Unified Sports Company	Sarasota	Florida	United States
15	Warehouse	Budget Toy Store	Lavender Bay	New South Wales	Australia
317W	arehouse	Finer Riding Supplies	Burnaby	British Columbia	Canada
430	Value Added Reseller	Uttermost Bike Shop	Bracknell	England	United Kingdom
""
64	Value Added Reseller	Metal Clearing House	Toronto	Ontario	Canada
40	7Specialty Bike Shop	Workout Emporium	Montreal	Quebec	Canada
165	Specialty Bike Shop	Third Bike Store	Dallas	Texas	United States
389	Specialty Bike Shop	Sixth Bike Store	Surrey	British Columbia	Canada
""
""
667	Value Added Reseller	Traditional Department Stores	Valley Stream	New York	United States
54	Warehouse	Larger Cycle Shop	Melville	New York	United States
514	Warehouse	Retail Mall	Richmond	British Columbia	Canada
349	Value Added Reseller	Exercise Center	San Jose	California	United States
3	Warehouse	Advanced Bike Components	Irving	Texas	United States
 409	Value Added Reseller	Outdoor Toy Store	Aujan Mournede	Gers	France 
""
106	Value Added Reseller	West Side Mart	Wokingham	England	United Kingdom
106	Value Added Reseller	West Side Mart	Wokingham	England	United Kingdom
429	Warehouse	Unusual Bicycle Company	Silverwater	New South Wales	Australia
339	Warehouse	Major Bicycle StoreM	atraville	New South Wales	Australia
162	Specilaty Bike Shop	Tire Company	Warwick	Rhode Island	United States
429	Warehouse	Unusual Bicycle Company	Silverwater	New South Wales	Australia
387	Warehouse	Racing Association	Huntsville	Alabama	United States
374	Specialty Bike Shop	Major Equipment Co	Salzgitter	Hessen	Germany
285	Value Added Reseller	Nearest Bike Store	North Ryde	New South Wales	Australia
""
397	Value Added Reseller	Capable Sales and Service	Seattle	Washington	United States
25	Value Added Reseller	Coalition Bike Company	El Segundo	California	United States
53	Specialty Bike Shop	Incomparable Bicycle Store	Norwood	Massachusetts	United States
365	Specialty Bike Shop	Distinctive Store	Barstow	California	United States
297	Value Added Reseller	Blue-Ribbon Bike Company	Saint Matthews	Kentucky	United States
4	Value Added Reseller	Modular Cycle Systems	Austin	Texas	United States
451	Warehouse	Roadway Bike Emporium	Medford	Oregon	United States
161	Value Added Reseller	Weekend Tours	Fort Wayne	Indiana	United States
417	Warehouse	Genuine Bike Shop	San Antonio	Texas	United States
131	Value Added Reseller	Eighth Bike Store	El Segundo	California	United States
680	Specialty Bike Shop	Racing Tours	Sèvres	Hauts de Seine	France
62	Specialty Bike Shop	Manufacturers Inc	Nashville	Tennessee	United States
177	Speicalty Bike Shop	Plastic Products Manufacturers	Hawthorne	Queensland	Australia
247	Specialty Bike Shop	Major Amusement Company	Orly	Val de Marne	France
430	Value Added Reseller	Uttermost Bike Shop	Bracknell	England	United Kingdom
545	Value Added Reseller	Finish and Sealant Products	San Bruno	California	United States
 627	Value Added Reseller	Exchange Parts Inc.	Raleigh	North Carolina	United States 
39	Warehouse	Fitness Hotel	Edina	Minnesota	United States
208	Warehouse	Professional Cyclists	Toronto	Ontario	Canada
186	Specialty Bike Shop	Thrilling Bike Tours	Santa Fe	New Mexico	United States
399	Warehouse	Big Cycle Mall	Killeen	Texas	United States
610	Specialty Bike Shop	Fitness Department Stores	Scottsdale	Arizona	United States
386	Specialty Bike Shop	Touring Services	Myrtle Beach	South Carolina	United States
""
302	Warehouse	Best Cycle Store	Offenbach	Saarland	Germany
652	Specialty Bike Shop	Selected Distributors	Marietta	Georgia	nUited States
614	Warehouse	Favorite Toy Distributor	Paris	Seine (Paris)	France
264	Value Added Reseller	Fasteners & Bolts Outlet	Toronto	Ontario	Canada
""
144	Specialty Bike Shop	Only Bikes and Accessories	New York	New York	United States
432	Warehouse	Super Sports Store	Indianapolis	Indiana	United States
376	Value Added Reseller	Commerce Bicycle Specialists	Berkshire	England	United Kingdom
 289	Specialty Bike Shop	Moderately-Priced Bikes Store	Renton	Washington	United States 
160	Warehouse	Vigorous Sports Store	Ooxn	England	United Kingdom
256	Specialty Bike Shop	Rental Bikes	Dallas	Texas	United States
274	Specialty Bike Shop	Active Systems	Duluth	Minnesota	United States
450	Specialty Bike Shop	Bikes Anyone?	Saugus	Massachusetts	United States
363	Warehouse	Immense Manufacturing Company	Saint Ann	Missouri	United States
""
149	Value Added Reseller	Initial Bike Company	Westminster	Colorado	United States
207	Specialty Bike Shop	Lubricant and Grease Suppliers	Rocky Mount	North Carolina	United States
290	Warehouse	Friendly Bike Shop	Bellingham	Washington	United States
487	Warehouse	Bike Exprets	Salem	Oregon	United States
85	Value Added Reseller	Roadway Bicycle Supply	Courbevoie	Hauts de Seine	France
125	Value Added Reseller	Immediate Repair Shop	Stamford	Connecticut	United States
508	Warehouse	Designer Department Stores	Hillsboro	Texas	United States
75	Warehouse	Paint Supply	Garland	Texas	United States
586	Specialty Bike Shop	One Bike Company	Montreal	Quebec	Canada
""
339	Warehouse	Major Bicycle Store	Matraville	New South Wales	Australia
174	Specialty Bike Shop	Toy Manufacturing Inc	Surrey	British Columbia	Canada
657	Warehouse	Links Works	Ascheim	Hamburg	Germany
89	Specialty Bike Shop	Riverside Company	Oberlin	Ohio	United States
85	Value Added Reseller	Roadway Bicycle Supply	Courbevoie	Hauts de Seine	France
 157	Warehouse	Ace Bicycle Supply	Paris	Seine (Paris)	France 
""
446	Value Added Reseller	Fitness Toys	Berlin	Hamburg	Germany
67	Value Added Reseller	Self-Contained Cycle Parts Company	Verrieres Le Buisson	Essonne	France
456	Specialty Bike Shop	Riding Excursions	Irvine	California	United States
77	Specialty Bike Shop	Mechanical Products Ltd.	San Diego	California	United States
113	Value Added Reseller	Trendy Department Stores	Fontana	California	United States
664	Value Added Reseller	Eastside Cycle Shop	Melbourne	Victoria	Australia
313	Specialty Bike Shop	Metropolitan Manufacturing	El Cajon	California	United States
86	Specialty Bike Shop	Bicycle Exporters	Essen	Hamburg	Germany
251	Warehouse	Endurance Bikes	Hamden	Connecticut	United States
560	Warehouse	Major Sport Suppliers	Rock Springs	Wyoming	United States
160	Warehouse	Vigorous Sports Store	Oxon	England	United Kingdom
146	ValueA dded Reseller	Latest Sports Equipment	Seattle	Washington	United States
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	Unietd States
35	Specialty Bike Shop	Economic Parts Supply	West Kingston	Rhode Island	United States
472	Warehouse	Summer Sports Place	Norridge	Illinois	United States
610	Specialty Bike Shop	Fitness Department Stores	Scottsdale	Arizona	United States
515	Value Added Reseller	Rural Bicycle Supply	North York	Ontario	Canada
 681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany 
77	Specialty Bike Shop	Mechanical Products Ltd.	San Diego	California	United States
571	Specialty Bike Shop	Community Department Stores	Boulogne-sur-Mer	Pas de Calais	France
390	Warehouse	Plastic Parts Company	Waterloo	Ontario	Canada
""
373	Value Added Reseller	Township Inn	Les Ulis	Essonne	France
335	Specialty Bike Shop	Scratch-Resistant Finishes Company	Mississauga	Ontario	Canada
412	Value Added Reseller	Leisure Clearing House	Birmingham	England	United Kingdom
487	Warehouse	Bike Experts	Salem	Oregon	United States
""
